location,time,count
Rio Salado Pkwy & Mill Ave,16,4
Rio Salado Pkwy & Mill Ave,16,3
Rio Salado Pkwy & Mill Ave,16,2
Rio Salado Pkwy & Mill Ave,16,1
Rio Salado Pkwy & Mill Ave,16.25,5
Rio Salado Pkwy & Mill Ave,16.25,2
Rio Salado Pkwy & Mill Ave,16.25,0
Rio Salado Pkwy & Mill Ave,16.25,2
Rio Salado Pkwy & Mill Ave,16.5,6
Rio Salado Pkwy & Mill Ave,16.5,6
Rio Salado Pkwy & Mill Ave,16.5,0
Rio Salado Pkwy & Mill Ave,16.5,0
Rio Salado Pkwy & Mill Ave,16.75,0
Rio Salado Pkwy & Mill Ave,16.75,7
Rio Salado Pkwy & Mill Ave,16.75,1
Rio Salado Pkwy & Mill Ave,16.75,1
Rio Salado Pkwy & Mill Ave,17,2
Rio Salado Pkwy & Mill Ave,17,4
Rio Salado Pkwy & Mill Ave,17,0
Rio Salado Pkwy & Mill Ave,17,1
Rio Salado Pkwy & Mill Ave,17.25,3
Rio Salado Pkwy & Mill Ave,17.25,3
Rio Salado Pkwy & Mill Ave,17.25,2
Rio Salado Pkwy & Mill Ave,17.25,1
Rio Salado Pkwy & Mill Ave,17.5,7
Rio Salado Pkwy & Mill Ave,17.5,4
Rio Salado Pkwy & Mill Ave,17.5,3
Rio Salado Pkwy & Mill Ave,17.5,0
Rio Salado Pkwy & Mill Ave,17.75,1
Rio Salado Pkwy & Mill Ave,17.75,5
Rio Salado Pkwy & Mill Ave,17.75,0
Rio Salado Pkwy & Mill Ave,17.75,1
Rio Salado Pkwy & Mill Ave,7,2
Rio Salado Pkwy & Mill Ave,7,1
Rio Salado Pkwy & Mill Ave,7,0
Rio Salado Pkwy & Mill Ave,7,0
Rio Salado Pkwy & Mill Ave,7.25,1
Rio Salado Pkwy & Mill Ave,7.25,5
Rio Salado Pkwy & Mill Ave,7.25,1
Rio Salado Pkwy & Mill Ave,7.25,0
Rio Salado Pkwy & Mill Ave,7.5,0
Rio Salado Pkwy & Mill Ave,7.5,0
Rio Salado Pkwy & Mill Ave,7.5,0
Rio Salado Pkwy & Mill Ave,7.5,0
Rio Salado Pkwy & Mill Ave,7.75,0
Rio Salado Pkwy & Mill Ave,7.75,0
Rio Salado Pkwy & Mill Ave,7.75,1
Rio Salado Pkwy & Mill Ave,7.75,0
Rio Salado Pkwy & Mill Ave,8,0
Rio Salado Pkwy & Mill Ave,8,0
Rio Salado Pkwy & Mill Ave,8,2
Rio Salado Pkwy & Mill Ave,8,1
Rio Salado Pkwy & Mill Ave,8.25,2
Rio Salado Pkwy & Mill Ave,8.25,4
Rio Salado Pkwy & Mill Ave,8.25,0
Rio Salado Pkwy & Mill Ave,8.25,1
Rio Salado Pkwy & Mill Ave,8.5,1
Rio Salado Pkwy & Mill Ave,8.5,2
Rio Salado Pkwy & Mill Ave,8.5,1
Rio Salado Pkwy & Mill Ave,8.5,0
Rio Salado Pkwy & Mill Ave,8.75,1
Rio Salado Pkwy & Mill Ave,8.75,1
Rio Salado Pkwy & Mill Ave,8.75,2
Rio Salado Pkwy & Mill Ave,8.75,1
Rio Salado Pkwy & Mill Ave,16,0
Rio Salado Pkwy & Mill Ave,16,0
Rio Salado Pkwy & Mill Ave,16,0
Rio Salado Pkwy & Mill Ave,16,0
Rio Salado Pkwy & Mill Ave,16.25,4
Rio Salado Pkwy & Mill Ave,16.25,1
Rio Salado Pkwy & Mill Ave,16.25,0
Rio Salado Pkwy & Mill Ave,16.25,0
Rio Salado Pkwy & Mill Ave,16.5,3
Rio Salado Pkwy & Mill Ave,16.5,0
Rio Salado Pkwy & Mill Ave,16.5,2
Rio Salado Pkwy & Mill Ave,16.5,3
Rio Salado Pkwy & Mill Ave,16.75,3
Rio Salado Pkwy & Mill Ave,16.75,4
Rio Salado Pkwy & Mill Ave,16.75,2
Rio Salado Pkwy & Mill Ave,16.75,0
Rio Salado Pkwy & Mill Ave,17,3
Rio Salado Pkwy & Mill Ave,17,10
Rio Salado Pkwy & Mill Ave,17,1
Rio Salado Pkwy & Mill Ave,17,1
Rio Salado Pkwy & Mill Ave,17.25,1
Rio Salado Pkwy & Mill Ave,17.25,2
Rio Salado Pkwy & Mill Ave,17.25,0
Rio Salado Pkwy & Mill Ave,17.25,1
Rio Salado Pkwy & Mill Ave,17.5,4
Rio Salado Pkwy & Mill Ave,17.5,4
Rio Salado Pkwy & Mill Ave,17.5,2
Rio Salado Pkwy & Mill Ave,17.5,3
Rio Salado Pkwy & Mill Ave,17.75,2
Rio Salado Pkwy & Mill Ave,17.75,7
Rio Salado Pkwy & Mill Ave,17.75,3
Rio Salado Pkwy & Mill Ave,17.75,0
5th St & Mill Ave,7,0
5th St & Mill Ave,7,1
5th St & Mill Ave,7,0
5th St & Mill Ave,7,1
5th St & Mill Ave,7.25,1
5th St & Mill Ave,7.25,2
5th St & Mill Ave,7.25,1
5th St & Mill Ave,7.25,0
5th St & Mill Ave,7.5,1
5th St & Mill Ave,7.5,1
5th St & Mill Ave,7.5,0
5th St & Mill Ave,7.5,0
5th St & Mill Ave,7.75,1
5th St & Mill Ave,7.75,0
5th St & Mill Ave,7.75,2
5th St & Mill Ave,7.75,2
5th St & Mill Ave,8,1
5th St & Mill Ave,8,5
5th St & Mill Ave,8,0
5th St & Mill Ave,8,1
5th St & Mill Ave,8.25,1
5th St & Mill Ave,8.25,3
5th St & Mill Ave,8.25,2
5th St & Mill Ave,8.25,0
5th St & Mill Ave,8.5,1
5th St & Mill Ave,8.5,3
5th St & Mill Ave,8.5,4
5th St & Mill Ave,8.5,1
5th St & Mill Ave,8.75,1
5th St & Mill Ave,8.75,2
5th St & Mill Ave,8.75,5
5th St & Mill Ave,8.75,0
5th St & Mill Ave,16,4
5th St & Mill Ave,16,4
5th St & Mill Ave,16,7
5th St & Mill Ave,16,3
5th St & Mill Ave,16.25,2
5th St & Mill Ave,16.25,3
5th St & Mill Ave,16.25,2
5th St & Mill Ave,16.25,8
5th St & Mill Ave,16.5,5
5th St & Mill Ave,16.5,4
5th St & Mill Ave,16.5,0
5th St & Mill Ave,16.5,4
5th St & Mill Ave,16.75,0
5th St & Mill Ave,16.75,2
5th St & Mill Ave,16.75,1
5th St & Mill Ave,16.75,2
5th St & Mill Ave,17,0
5th St & Mill Ave,17,3
5th St & Mill Ave,17,0
5th St & Mill Ave,17,2
5th St & Mill Ave,17.25,3
5th St & Mill Ave,17.25,2
5th St & Mill Ave,17.25,4
5th St & Mill Ave,17.25,1
5th St & Mill Ave,17.5,8
5th St & Mill Ave,17.5,6
5th St & Mill Ave,17.5,2
5th St & Mill Ave,17.5,0
5th St & Mill Ave,17.75,2
5th St & Mill Ave,17.75,1
5th St & Mill Ave,17.75,1
5th St & Mill Ave,17.75,7
5th St & Mill Ave,16,0
5th St & Mill Ave,16,3
5th St & Mill Ave,16,2
5th St & Mill Ave,16,3
5th St & Mill Ave,16.25,5
5th St & Mill Ave,16.25,4
5th St & Mill Ave,16.25,3
5th St & Mill Ave,16.25,3
5th St & Mill Ave,16.5,2
5th St & Mill Ave,16.5,2
5th St & Mill Ave,16.5,1
5th St & Mill Ave,16.5,3
5th St & Mill Ave,16.75,1
5th St & Mill Ave,16.75,5
5th St & Mill Ave,16.75,6
5th St & Mill Ave,16.75,5
5th St & Mill Ave,17,3
5th St & Mill Ave,17,5
5th St & Mill Ave,17,0
5th St & Mill Ave,17,4
5th St & Mill Ave,17.25,1
5th St & Mill Ave,17.25,4
5th St & Mill Ave,17.25,0
5th St & Mill Ave,17.25,2
5th St & Mill Ave,17.5,5
5th St & Mill Ave,17.5,8
5th St & Mill Ave,17.5,0
5th St & Mill Ave,17.75,2
5th St & Mill Ave,17.75,3
5th St & Mill Ave,17.75,6
5th St & Mill Ave,17.75,3
5th St & Mill Ave,16,2
5th St & Mill Ave,16,11
5th St & Mill Ave,16,2
5th St & Mill Ave,16,11
5th St & Mill Ave,16.25,0
5th St & Mill Ave,16.25,0
5th St & Mill Ave,16.25,0
5th St & Mill Ave,16.25,0
5th St & Mill Ave,16.5,2
5th St & Mill Ave,16.5,3
5th St & Mill Ave,16.5,2
5th St & Mill Ave,16.5,3
5th St & Mill Ave,16.75,2
5th St & Mill Ave,16.75,1
5th St & Mill Ave,16.75,2
5th St & Mill Ave,16.75,3
5th St & Mill Ave,17,5
5th St & Mill Ave,17,2
5th St & Mill Ave,17,4
5th St & Mill Ave,17,5
5th St & Mill Ave,17.25,2
5th St & Mill Ave,17.25,3
5th St & Mill Ave,17.25,2
5th St & Mill Ave,17.25,2
5th St & Mill Ave,17.5,1
5th St & Mill Ave,17.5,1
5th St & Mill Ave,17.5,0
5th St & Mill Ave,17.5,6
5th St & Mill Ave,17.75,0
5th St & Mill Ave,17.75,3
5th St & Mill Ave,17.75,2
5th St & Mill Ave,17.75,1
13th St & Mill Ave,7,0
13th St & Mill Ave,7,1
13th St & Mill Ave,7,5
13th St & Mill Ave,7,1
13th St & Mill Ave,7.25,0
13th St & Mill Ave,7.25,0
13th St & Mill Ave,7.25,3
13th St & Mill Ave,7.25,1
13th St & Mill Ave,7.5,1
13th St & Mill Ave,7.5,0
13th St & Mill Ave,7.5,1
13th St & Mill Ave,7.5,2
13th St & Mill Ave,7.75,0
13th St & Mill Ave,7.75,0
13th St & Mill Ave,7.75,1
13th St & Mill Ave,7.75,1
13th St & Mill Ave,8,0
13th St & Mill Ave,8,0
13th St & Mill Ave,8,2
13th St & Mill Ave,8,1
13th St & Mill Ave,8.25,0
13th St & Mill Ave,8.25,0
13th St & Mill Ave,8.25,5
13th St & Mill Ave,8.25,1
13th St & Mill Ave,8.5,0
13th St & Mill Ave,8.5,0
13th St & Mill Ave,8.5,5
13th St & Mill Ave,8.5,1
13th St & Mill Ave,8.75,2
13th St & Mill Ave,8.75,0
13th St & Mill Ave,8.75,6
13th St & Mill Ave,8.75,4
13th St & Mill Ave,16,0
13th St & Mill Ave,16,3
13th St & Mill Ave,16,1
13th St & Mill Ave,16,1
13th St & Mill Ave,16.25,1
13th St & Mill Ave,16.25,0
13th St & Mill Ave,16.25,3
13th St & Mill Ave,16.25,4
13th St & Mill Ave,16.5,0
13th St & Mill Ave,16.5,3
13th St & Mill Ave,16.5,4
13th St & Mill Ave,16.5,4
13th St & Mill Ave,16.75,2
13th St & Mill Ave,16.75,1
13th St & Mill Ave,16.75,1
13th St & Mill Ave,16.75,1
13th St & Mill Ave,17,0
13th St & Mill Ave,17,0
13th St & Mill Ave,17,0
13th St & Mill Ave,17,2
13th St & Mill Ave,17.25,0
13th St & Mill Ave,17.25,1
13th St & Mill Ave,17.25,1
13th St & Mill Ave,17.25,2
13th St & Mill Ave,17.5,4
13th St & Mill Ave,17.5,0
13th St & Mill Ave,17.5,0
13th St & Mill Ave,17.5,0
13th St & Mill Ave,17.75,1
13th St & Mill Ave,17.75,1
13th St & Mill Ave,17.75,4
13th St & Mill Ave,17.75,3
13th St & Mill Ave,16,1
13th St & Mill Ave,16,1
13th St & Mill Ave,16,3
13th St & Mill Ave,16,3
13th St & Mill Ave,16.25,4
13th St & Mill Ave,16.25,0
13th St & Mill Ave,16.25,2
13th St & Mill Ave,16.25,3
13th St & Mill Ave,16.5,1
13th St & Mill Ave,16.5,0
13th St & Mill Ave,16.5,1
13th St & Mill Ave,16.5,1
13th St & Mill Ave,16.75,0
13th St & Mill Ave,16.75,1
13th St & Mill Ave,16.75,0
13th St & Mill Ave,16.75,2
13th St & Mill Ave,17,0
13th St & Mill Ave,17,1
13th St & Mill Ave,17,0
13th St & Mill Ave,17,4
13th St & Mill Ave,17.25,0
13th St & Mill Ave,17.25,0
13th St & Mill Ave,17.25,0
13th St & Mill Ave,17.25,1
13th St & Mill Ave,17.5,2
13th St & Mill Ave,17.5,0
13th St & Mill Ave,17.5,0
13th St & Mill Ave,17.5,4
13th St & Mill Ave,17.75,0
13th St & Mill Ave,17.75,2
13th St & Mill Ave,17.75,1
13th St & Mill Ave,17.75,4
Hardy Dr & 13th St,7,0
Hardy Dr & 13th St,7,1
Hardy Dr & 13th St,7,3
Hardy Dr & 13th St,7,1
Hardy Dr & 13th St,7.25,2
Hardy Dr & 13th St,7.25,1
Hardy Dr & 13th St,7.25,1
Hardy Dr & 13th St,7.25,0
Hardy Dr & 13th St,7.5,0
Hardy Dr & 13th St,7.5,2
Hardy Dr & 13th St,7.5,0
Hardy Dr & 13th St,7.5,1
Hardy Dr & 13th St,7.75,3
Hardy Dr & 13th St,7.75,1
Hardy Dr & 13th St,7.75,3
Hardy Dr & 13th St,7.75,0
Hardy Dr & 13th St,8,2
Hardy Dr & 13th St,8,0
Hardy Dr & 13th St,8,2
Hardy Dr & 13th St,8,0
Hardy Dr & 13th St,8.25,0
Hardy Dr & 13th St,8.25,0
Hardy Dr & 13th St,8.25,2
Hardy Dr & 13th St,8.25,1
Hardy Dr & 13th St,8.5,3
Hardy Dr & 13th St,8.5,0
Hardy Dr & 13th St,8.5,0
Hardy Dr & 13th St,8.5,0
Hardy Dr & 13th St,8.75,3
Hardy Dr & 13th St,8.75,2
Hardy Dr & 13th St,8.75,0
Hardy Dr & 13th St,8.75,1
Hardy Dr & 13th St,16,0
Hardy Dr & 13th St,16,0
Hardy Dr & 13th St,16,0
Hardy Dr & 13th St,16,3
Hardy Dr & 13th St,16.25,1
Hardy Dr & 13th St,16.25,1
Hardy Dr & 13th St,16.25,2
Hardy Dr & 13th St,16.25,4
Hardy Dr & 13th St,16.5,0
Hardy Dr & 13th St,16.5,3
Hardy Dr & 13th St,16.5,0
Hardy Dr & 13th St,16.5,3
Hardy Dr & 13th St,16.75,4
Hardy Dr & 13th St,16.75,2
Hardy Dr & 13th St,16.75,0
Hardy Dr & 13th St,16.75,3
Hardy Dr & 13th St,17,1
Hardy Dr & 13th St,17,2
Hardy Dr & 13th St,17,0
Hardy Dr & 13th St,17,0
Hardy Dr & 13th St,17.25,0
Hardy Dr & 13th St,17.25,3
Hardy Dr & 13th St,17.25,0
Hardy Dr & 13th St,17.25,2
Hardy Dr & 13th St,17.5,3
Hardy Dr & 13th St,17.5,1
Hardy Dr & 13th St,17.5,3
Hardy Dr & 13th St,17.5,4
Hardy Dr & 13th St,17.75,4
Hardy Dr & 13th St,17.75,2
Hardy Dr & 13th St,17.75,0
Hardy Dr & 13th St,17.75,3
University Dr & College Ave,7,0
University Dr & College Ave,7,1
University Dr & College Ave,7,1
University Dr & College Ave,7,3
University Dr & College Ave,7.25,0
University Dr & College Ave,7.25,1
University Dr & College Ave,7.25,0
University Dr & College Ave,7.25,1
University Dr & College Ave,7.5,1
University Dr & College Ave,7.5,1
University Dr & College Ave,7.5,1
University Dr & College Ave,7.5,2
University Dr & College Ave,7.75,4
University Dr & College Ave,7.75,8
University Dr & College Ave,7.75,0
University Dr & College Ave,7.75,5
University Dr & College Ave,8,2
University Dr & College Ave,8,1
University Dr & College Ave,8,4
University Dr & College Ave,8,2
University Dr & College Ave,8.25,0
University Dr & College Ave,8.25,2
University Dr & College Ave,8.25,2
University Dr & College Ave,8.25,2
University Dr & College Ave,8.5,1
University Dr & College Ave,8.5,3
University Dr & College Ave,8.5,1
University Dr & College Ave,8.5,0
University Dr & College Ave,8.75,2
University Dr & College Ave,8.75,6
University Dr & College Ave,8.75,3
University Dr & College Ave,8.75,7
University Dr & College Ave,16,3
University Dr & College Ave,16,5
University Dr & College Ave,16,1
University Dr & College Ave,16,7
University Dr & College Ave,16.25,4
University Dr & College Ave,16.25,8
University Dr & College Ave,16.25,6
University Dr & College Ave,16.25,8
University Dr & College Ave,16.5,3
University Dr & College Ave,16.5,4
University Dr & College Ave,16.5,2
University Dr & College Ave,16.5,6
University Dr & College Ave,16.75,2
University Dr & College Ave,16.75,1
University Dr & College Ave,16.75,1
University Dr & College Ave,16.75,5
University Dr & College Ave,17,6
University Dr & College Ave,17,2
University Dr & College Ave,17,2
University Dr & College Ave,17,2
University Dr & College Ave,17.25,3
University Dr & College Ave,17.25,4
University Dr & College Ave,17.25,2
University Dr & College Ave,17.25,2
University Dr & College Ave,17.5,8
University Dr & College Ave,17.5,3
University Dr & College Ave,17.5,0
University Dr & College Ave,17.5,0
University Dr & College Ave,17.75,2
University Dr & College Ave,17.75,2
University Dr & College Ave,17.75,2
University Dr & College Ave,17.75,4
University Dr & Ash Ave,7,1
University Dr & Ash Ave,7,1
University Dr & Ash Ave,7,1
University Dr & Ash Ave,7,0
University Dr & Ash Ave,7.25,0
University Dr & Ash Ave,7.25,1
University Dr & Ash Ave,7.25,1
University Dr & Ash Ave,7.25,2
University Dr & Ash Ave,7.5,0
University Dr & Ash Ave,7.5,0
University Dr & Ash Ave,7.5,3
University Dr & Ash Ave,7.5,1
University Dr & Ash Ave,7.75,0
University Dr & Ash Ave,7.75,0
University Dr & Ash Ave,7.75,1
University Dr & Ash Ave,7.75,2
University Dr & Ash Ave,8,1
University Dr & Ash Ave,8,0
University Dr & Ash Ave,8,4
University Dr & Ash Ave,8,2
University Dr & Ash Ave,8.25,1
University Dr & Ash Ave,8.25,3
University Dr & Ash Ave,8.25,4
University Dr & Ash Ave,8.25,3
University Dr & Ash Ave,8.5,0
University Dr & Ash Ave,8.5,1
University Dr & Ash Ave,8.5,3
University Dr & Ash Ave,8.5,1
University Dr & Ash Ave,8.75,1
University Dr & Ash Ave,8.75,1
University Dr & Ash Ave,8.75,4
University Dr & Ash Ave,8.75,0
University Dr & Ash Ave,16,5
University Dr & Ash Ave,16,5
University Dr & Ash Ave,16,5
University Dr & Ash Ave,16,3
University Dr & Ash Ave,16.25,1
University Dr & Ash Ave,16.25,3
University Dr & Ash Ave,16.25,0
University Dr & Ash Ave,16.25,5
University Dr & Ash Ave,16.5,0
University Dr & Ash Ave,16.5,1
University Dr & Ash Ave,16.5,4
University Dr & Ash Ave,16.5,2
University Dr & Ash Ave,16.75,0
University Dr & Ash Ave,16.75,2
University Dr & Ash Ave,16.75,1
University Dr & Ash Ave,16.75,4
University Dr & Ash Ave,17,1
University Dr & Ash Ave,17,1
University Dr & Ash Ave,17,2
University Dr & Ash Ave,17,4
University Dr & Ash Ave,17.25,6
University Dr & Ash Ave,17.25,2
University Dr & Ash Ave,17.25,4
University Dr & Ash Ave,17.25,3
University Dr & Ash Ave,17.5,1
University Dr & Ash Ave,17.5,3
University Dr & Ash Ave,17.5,3
University Dr & Ash Ave,17.5,6
University Dr & Ash Ave,17.75,1
University Dr & Ash Ave,17.75,1
University Dr & Ash Ave,17.75,1
University Dr & Ash Ave,17.75,5
University Dr & Ash Ave,7,2
University Dr & Ash Ave,7,0
University Dr & Ash Ave,7,1
University Dr & Ash Ave,7,0
University Dr & Ash Ave,7.25,0
University Dr & Ash Ave,7.25,1
University Dr & Ash Ave,7.25,1
University Dr & Ash Ave,7.25,0
University Dr & Ash Ave,7.5,0
University Dr & Ash Ave,7.5,0
University Dr & Ash Ave,7.5,0
University Dr & Ash Ave,7.5,4
University Dr & Ash Ave,7.75,2
University Dr & Ash Ave,7.75,0
University Dr & Ash Ave,7.75,0
University Dr & Ash Ave,7.75,1
University Dr & Ash Ave,8,1
University Dr & Ash Ave,8,0
University Dr & Ash Ave,8,6
University Dr & Ash Ave,8,1
University Dr & Ash Ave,8.25,0
University Dr & Ash Ave,8.25,0
University Dr & Ash Ave,8.25,5
University Dr & Ash Ave,8.25,1
University Dr & Ash Ave,8.5,1
University Dr & Ash Ave,8.5,1
University Dr & Ash Ave,8.5,1
University Dr & Ash Ave,8.5,1
University Dr & Ash Ave,8.75,5
University Dr & Ash Ave,8.75,1
University Dr & Ash Ave,8.75,5
University Dr & Ash Ave,8.75,1
University Dr & Roosevelt Rd,7,1
University Dr & Roosevelt Rd,7,1
University Dr & Roosevelt Rd,7,0
University Dr & Roosevelt Rd,7,0
University Dr & Roosevelt Rd,7.25,0
University Dr & Roosevelt Rd,7.25,0
University Dr & Roosevelt Rd,7.25,1
University Dr & Roosevelt Rd,7.25,0
University Dr & Roosevelt Rd,7.5,0
University Dr & Roosevelt Rd,7.5,1
University Dr & Roosevelt Rd,7.5,1
University Dr & Roosevelt Rd,7.5,0
University Dr & Roosevelt Rd,7.75,0
University Dr & Roosevelt Rd,7.75,0
University Dr & Roosevelt Rd,7.75,1
University Dr & Roosevelt Rd,7.75,1
University Dr & Roosevelt Rd,8,1
University Dr & Roosevelt Rd,8,1
University Dr & Roosevelt Rd,8,2
University Dr & Roosevelt Rd,8,0
University Dr & Roosevelt Rd,8.25,0
University Dr & Roosevelt Rd,8.25,0
University Dr & Roosevelt Rd,8.25,1
University Dr & Roosevelt Rd,8.25,2
University Dr & Roosevelt Rd,8.5,1
University Dr & Roosevelt Rd,8.5,0
University Dr & Roosevelt Rd,8.5,1
University Dr & Roosevelt Rd,8.5,0
University Dr & Roosevelt Rd,8.75,0
University Dr & Roosevelt Rd,8.75,0
University Dr & Roosevelt Rd,8.75,2
University Dr & Roosevelt Rd,8.75,0
University Dr & Roosevelt Rd,16,2
University Dr & Roosevelt Rd,16,1
University Dr & Roosevelt Rd,16,1
University Dr & Roosevelt Rd,16,1
University Dr & Roosevelt Rd,16.25,0
University Dr & Roosevelt Rd,16.25,1
University Dr & Roosevelt Rd,16.25,0
University Dr & Roosevelt Rd,16.25,3
University Dr & Roosevelt Rd,16.5,1
University Dr & Roosevelt Rd,16.5,1
University Dr & Roosevelt Rd,16.5,3
University Dr & Roosevelt Rd,16.5,3
University Dr & Roosevelt Rd,16.75,1
University Dr & Roosevelt Rd,16.75,2
University Dr & Roosevelt Rd,16.75,2
University Dr & Roosevelt Rd,16.75,2
University Dr & Roosevelt Rd,17,1
University Dr & Roosevelt Rd,17,1
University Dr & Roosevelt Rd,17,2
University Dr & Roosevelt Rd,17,1
University Dr & Roosevelt Rd,17.25,1
University Dr & Roosevelt Rd,17.25,1
University Dr & Roosevelt Rd,17.25,1
University Dr & Roosevelt Rd,17.25,0
University Dr & Roosevelt Rd,17.5,0
University Dr & Roosevelt Rd,17.5,0
University Dr & Roosevelt Rd,17.5,1
University Dr & Roosevelt Rd,17.5,3
University Dr & Roosevelt Rd,17.75,1
University Dr & Roosevelt Rd,17.75,1
University Dr & Roosevelt Rd,17.75,3
University Dr & Roosevelt Rd,17.75,4
University Dr & Roosevelt Rd,7,2
University Dr & Roosevelt Rd,7,1
University Dr & Roosevelt Rd,7,0
University Dr & Roosevelt Rd,7,0
University Dr & Roosevelt Rd,7.25,2
University Dr & Roosevelt Rd,7.25,1
University Dr & Roosevelt Rd,7.25,1
University Dr & Roosevelt Rd,7.25,0
University Dr & Roosevelt Rd,7.5,0
University Dr & Roosevelt Rd,7.5,0
University Dr & Roosevelt Rd,7.5,1
University Dr & Roosevelt Rd,7.5,0
University Dr & Roosevelt Rd,7.75,0
University Dr & Roosevelt Rd,7.75,0
University Dr & Roosevelt Rd,7.75,3
University Dr & Roosevelt Rd,7.75,1
University Dr & Roosevelt Rd,8,2
University Dr & Roosevelt Rd,8,0
University Dr & Roosevelt Rd,8,3
University Dr & Roosevelt Rd,8,1
University Dr & Roosevelt Rd,8.25,0
University Dr & Roosevelt Rd,8.25,2
University Dr & Roosevelt Rd,8.25,1
University Dr & Roosevelt Rd,8.25,0
University Dr & Roosevelt Rd,8.5,0
University Dr & Roosevelt Rd,8.5,0
University Dr & Roosevelt Rd,8.5,1
University Dr & Roosevelt Rd,8.5,0
University Dr & Roosevelt Rd,8.75,0
University Dr & Roosevelt Rd,8.75,1
University Dr & Roosevelt Rd,8.75,3
University Dr & Roosevelt Rd,8.75,0
University Dr & Hardy Dr,7,0
University Dr & Hardy Dr,7,0
University Dr & Hardy Dr,7,0
University Dr & Hardy Dr,7,0
University Dr & Hardy Dr,7.25,0
University Dr & Hardy Dr,7.25,2
University Dr & Hardy Dr,7.25,1
University Dr & Hardy Dr,7.25,0
University Dr & Hardy Dr,7.5,0
University Dr & Hardy Dr,7.5,1
University Dr & Hardy Dr,7.5,0
University Dr & Hardy Dr,7.5,0
University Dr & Hardy Dr,7.75,3
University Dr & Hardy Dr,7.75,0
University Dr & Hardy Dr,7.75,2
University Dr & Hardy Dr,7.75,1
University Dr & Hardy Dr,8,1
University Dr & Hardy Dr,8,1
University Dr & Hardy Dr,8,1
University Dr & Hardy Dr,8,1
University Dr & Hardy Dr,8.25,2
University Dr & Hardy Dr,8.25,2
University Dr & Hardy Dr,8.25,0
University Dr & Hardy Dr,8.25,0
University Dr & Hardy Dr,8.5,1
University Dr & Hardy Dr,8.5,0
University Dr & Hardy Dr,8.5,0
University Dr & Hardy Dr,8.5,0
University Dr & Hardy Dr,8.75,0
University Dr & Hardy Dr,8.75,1
University Dr & Hardy Dr,8.75,1
University Dr & Hardy Dr,8.75,1
University Dr & Hardy Dr,16,2
University Dr & Hardy Dr,16,1
University Dr & Hardy Dr,16,5
University Dr & Hardy Dr,16,3
University Dr & Hardy Dr,16.25,5
University Dr & Hardy Dr,16.25,2
University Dr & Hardy Dr,16.25,0
University Dr & Hardy Dr,16.25,2
University Dr & Hardy Dr,16.5,1
University Dr & Hardy Dr,16.5,1
University Dr & Hardy Dr,16.5,1
University Dr & Hardy Dr,16.5,2
University Dr & Hardy Dr,16.75,0
University Dr & Hardy Dr,16.75,1
University Dr & Hardy Dr,16.75,1
University Dr & Hardy Dr,16.75,3
University Dr & Hardy Dr,17,2
University Dr & Hardy Dr,17,2
University Dr & Hardy Dr,17,2
University Dr & Hardy Dr,17,1
University Dr & Hardy Dr,17.25,1
University Dr & Hardy Dr,17.25,0
University Dr & Hardy Dr,17.25,0
University Dr & Hardy Dr,17.25,2
University Dr & Hardy Dr,17.5,6
University Dr & Hardy Dr,17.5,1
University Dr & Hardy Dr,17.5,0
University Dr & Hardy Dr,17.5,1
University Dr & Hardy Dr,17.75,1
University Dr & Hardy Dr,17.75,0
University Dr & Hardy Dr,17.75,3
University Dr & Hardy Dr,17.75,0
Baseline Rd & Western Canal Path,16,1
Baseline Rd & Western Canal Path,16,0
