location,time,count
Alameda Dr & College Ave,8.25,2
Alameda Dr & College Ave,8.5,52
Alameda Dr & College Ave,8.5,1
Alameda Dr & College Ave,8.5,2
Alameda Dr & College Ave,8.5,3
Alameda Dr & College Ave,8.75,13
Alameda Dr & College Ave,8.75,6
Alameda Dr & College Ave,8.75,1
Alameda Dr & College Ave,8.75,6
Alameda Dr & College Ave,16,0
Alameda Dr & College Ave,16,0
Alameda Dr & College Ave,16,0
Alameda Dr & College Ave,16,0
Alameda Dr & College Ave,16.25,10
Alameda Dr & College Ave,16.25,12
Alameda Dr & College Ave,16.25,1
Alameda Dr & College Ave,16.25,3
Alameda Dr & College Ave,16.5,6
Alameda Dr & College Ave,16.5,7
Alameda Dr & College Ave,16.5,0
Alameda Dr & College Ave,16.5,2
Alameda Dr & College Ave,16.75,2
Alameda Dr & College Ave,16.75,10
Alameda Dr & College Ave,16.75,0
Alameda Dr & College Ave,16.75,2
Alameda Dr & College Ave,17,2
Alameda Dr & College Ave,17,7
Alameda Dr & College Ave,17,0
Alameda Dr & College Ave,17,0
Alameda Dr & College Ave,17.25,3
Alameda Dr & College Ave,17.25,9
Alameda Dr & College Ave,17.25,0
Alameda Dr & College Ave,17.25,1
Alameda Dr & College Ave,17.5,2
Alameda Dr & College Ave,17.5,11
Alameda Dr & College Ave,17.5,1
Alameda Dr & College Ave,17.5,0
Alameda Dr & College Ave,17.75,3
Alameda Dr & College Ave,17.75,14
Alameda Dr & College Ave,17.75,2
Alameda Dr & College Ave,17.75,3
Alameda Dr & College Ave,7,0
Alameda Dr & College Ave,7,0
Alameda Dr & College Ave,7,0
Alameda Dr & College Ave,7,0
Alameda Dr & College Ave,7.25,2
Alameda Dr & College Ave,7.25,4
Alameda Dr & College Ave,7.25,0
Alameda Dr & College Ave,7.25,0
Alameda Dr & College Ave,7.5,2
Alameda Dr & College Ave,7.5,2
Alameda Dr & College Ave,7.5,0
Alameda Dr & College Ave,7.5,5
Alameda Dr & College Ave,7.75,4
Alameda Dr & College Ave,7.75,2
Alameda Dr & College Ave,7.75,1
Alameda Dr & College Ave,7.75,3
Alameda Dr & College Ave,8,6
Alameda Dr & College Ave,8,0
Alameda Dr & College Ave,8,2
Alameda Dr & College Ave,8,2
Alameda Dr & College Ave,8.25,16
Alameda Dr & College Ave,8.25,1
Alameda Dr & College Ave,8.25,0
Alameda Dr & College Ave,8.25,6
Alameda Dr & College Ave,8.5,5
Alameda Dr & College Ave,8.5,4
Alameda Dr & College Ave,8.5,5
Alameda Dr & College Ave,8.5,7
Alameda Dr & College Ave,8.75,14
Alameda Dr & College Ave,8.75,4
Alameda Dr & College Ave,8.75,0
Alameda Dr & College Ave,8.75,6
Alameda Dr & College Ave,16,7
Alameda Dr & College Ave,16,8
Alameda Dr & College Ave,16,0
Alameda Dr & College Ave,16,1
Alameda Dr & College Ave,16.25,5
Alameda Dr & College Ave,16.25,19
Alameda Dr & College Ave,16.25,0
Alameda Dr & College Ave,16.25,0
Alameda Dr & College Ave,16.5,2
Alameda Dr & College Ave,16.5,10
Alameda Dr & College Ave,16.5,0
Alameda Dr & College Ave,16.5,1
Alameda Dr & College Ave,16.75,4
Alameda Dr & College Ave,16.75,9
Alameda Dr & College Ave,16.75,0
Alameda Dr & College Ave,16.75,0
Alameda Dr & College Ave,17,2
Alameda Dr & College Ave,17,13
Alameda Dr & College Ave,17,2
Alameda Dr & College Ave,17,2
Alameda Dr & College Ave,17.25,2
Alameda Dr & College Ave,17.25,21
Alameda Dr & College Ave,17.25,0
Alameda Dr & College Ave,17.25,0
Alameda Dr & College Ave,17.5,3
Alameda Dr & College Ave,17.5,8
Alameda Dr & College Ave,17.5,1
Alameda Dr & College Ave,17.5,0
Alameda Dr & College Ave,17.75,4
Alameda Dr & College Ave,17.75,10
Alameda Dr & College Ave,17.75,2
Alameda Dr & College Ave,17.75,0
