train,speed,schedule,direction,station,distance,zone,time
276,limited,weekday,S,Hillsdale,391,2,6:11pm
276,limited,weekday,S,Belmont,428,2,6:14pm
276,limited,weekday,S,San Carlos,458,2,6:18pm
276,limited,weekday,S,Redwood City,499,2,6:22pm
276,limited,weekday,S,Menlo Park,574,3,6:28pm
276,limited,weekday,S,Mountain View,702,3,6:36pm
276,limited,weekday,S,Lawrence,757,4,6:43pm
276,limited,weekday,S,Santa Clara,805,4,6:48pm
276,limited,weekday,S,San Jose,862,4,6:56pm
276,limited,weekday,S,Tamien,906,4,7:02pm
276,limited,weekday,S,Capitol,939,5,7:09pm
276,limited,weekday,S,Blossom Hill,966,5,7:15pm
276,limited,weekday,S,Morgan Hill,997,6,7:28pm
276,limited,weekday,S,San Martin,1021,6,7:34pm
276,limited,weekday,S,Gilroy,1053,6,7:47pm
378,bullet,weekday,S,San Francisco,0,1,5:33pm
378,bullet,weekday,S,Millbrae,249,2,5:49pm
378,bullet,weekday,S,San Mateo,334,2,5:57pm
378,bullet,weekday,S,Redwood City,499,2,6:06pm
378,bullet,weekday,S,Palo Alto,604,3,6:12pm
378,bullet,weekday,S,Sunnyvale,731,3,6:21pm
378,bullet,weekday,S,San Jose,862,4,6:32pm
378,bullet,weekday,S,Tamien,906,4,6:39pm
280,limited,weekday,S,San Francisco,0,1,5:56pm
280,limited,weekday,S,So. San Francisco,178,1,6:08pm
280,limited,weekday,S,Millbrae,249,2,6:14pm
280,limited,weekday,S,Hillsdale,391,2,6:22pm
280,limited,weekday,S,Redwood City,499,2,6:28pm
280,limited,weekday,S,Menlo Park,574,3,6:34pm
280,limited,weekday,S,Palo Alto,604,3,6:38pm
280,limited,weekday,S,California Ave,649,3,6:42pm
280,limited,weekday,S,San Antonio,676,3,6:46pm
280,limited,weekday,S,Mountain View,702,3,6:50pm
280,limited,weekday,S,Sunnyvale,731,3,6:55pm
280,limited,weekday,S,Lawrence,757,4,7:01pm
280,limited,weekday,S,Santa Clara,805,4,7:08pm
280,limited,weekday,S,San Jose,862,4,7:16pm
280,limited,weekday,S,Tamien,906,4,7:23pm
382,bullet,weekday,S,San Francisco,0,1,6:14pm
382,bullet,weekday,S,Millbrae,249,2,6:30pm
382,bullet,weekday,S,Hillsdale,391,2,6:38pm
382,bullet,weekday,S,Palo Alto,604,3,6:49pm
382,bullet,weekday,S,Mountain View,702,3,6:56pm
382,bullet,weekday,S,San Jose,862,4,7:11pm
284,limited,weekday,S,San Francisco,0,1,6:27pm
284,limited,weekday,S,22nd Street,40,1,6:32pm
284,limited,weekday,S,Bayshore,124,1,6:40pm
284,limited,weekday,S,So. San Francisco,178,1,6:48pm
284,limited,weekday,S,San Bruno,216,1,6:52pm
284,limited,weekday,S,Millbrae,249,2,6:56pm
284,limited,weekday,S,Burlingame,307,2,7:00pm
284,limited,weekday,S,San Mateo,334,2,7:04pm
284,limited,weekday,S,Hayward Park,354,2,7:07pm
284,limited,weekday,S,Hillsdale,391,2,7:11pm
284,limited,weekday,S,Belmont,428,2,7:14pm
284,limited,weekday,S,San Carlos,458,2,7:18pm
284,limited,weekday,S,Redwood City,499,2,7:22pm
284,limited,weekday,S,Menlo Park,574,3,7:28pm
284,limited,weekday,S,Mountain View,702,3,7:36pm
284,limited,weekday,S,Santa Clara,805,4,7:47pm
284,limited,weekday,S,San Jose,862,4,7:55pm
386,bullet,weekday,S,San Francisco,0,1,6:33pm
386,bullet,weekday,S,Millbrae,249,2,6:49pm
386,bullet,weekday,S,San Mateo,334,2,6:57pm
386,bullet,weekday,S,Redwood City,499,2,7:06pm
386,bullet,weekday,S,Palo Alto,604,3,7:12pm
386,bullet,weekday,S,Sunnyvale,731,3,7:21pm
386,bullet,weekday,S,San Jose,862,4,7:32pm
386,bullet,weekday,S,Tamien,906,4,7:39pm
288,limited,weekday,S,San Francisco,0,1,6:56pm
288,limited,weekday,S,So. San Francisco,178,1,7:08pm
288,limited,weekday,S,Millbrae,249,2,7:14pm
288,limited,weekday,S,Hillsdale,391,2,7:22pm
288,limited,weekday,S,Redwood City,499,2,7:28pm
288,limited,weekday,S,Menlo Park,574,3,7:34pm
288,limited,weekday,S,Palo Alto,604,3,7:38pm
288,limited,weekday,S,California Ave,649,3,7:42pm
288,limited,weekday,S,San Antonio,676,3,7:46pm
288,limited,weekday,S,Mountain View,702,3,7:50pm
288,limited,weekday,S,Sunnyvale,731,3,7:55pm
288,limited,weekday,S,Lawrence,757,4,7:59pm
288,limited,weekday,S,Santa Clara,805,4,8:04pm
288,limited,weekday,S,San Jose,862,4,8:12pm
288,limited,weekday,S,Tamien,906,4,8:19pm
190,normal,weekday,S,San Francisco,0,1,7:30pm
190,normal,weekday,S,22nd Street,40,1,7:35pm
190,normal,weekday,S,Bayshore,124,1,7:40pm
190,normal,weekday,S,So. San Francisco,178,1,7:46pm
190,normal,weekday,S,San Bruno,216,1,7:50pm
190,normal,weekday,S,Millbrae,249,2,7:54pm
190,normal,weekday,S,Burlingame,307,2,7:58pm
190,normal,weekday,S,San Mateo,334,2,8:01pm
190,normal,weekday,S,Hayward Park,354,2,8:04pm
190,normal,weekday,S,Hillsdale,391,2,8:07pm
190,normal,weekday,S,Belmont,428,2,8:10pm
190,normal,weekday,S,San Carlos,458,2,8:13pm
190,normal,weekday,S,Redwood City,499,2,8:18pm
190,normal,weekday,S,Menlo Park,574,3,8:23pm
190,normal,weekday,S,Palo Alto,604,3,8:26pm
190,normal,weekday,S,California Ave,649,3,8:30pm
190,normal,weekday,S,San Antonio,676,3,8:34pm
190,normal,weekday,S,Mountain View,702,3,8:38pm
190,normal,weekday,S,Sunnyvale,731,3,8:43pm
190,normal,weekday,S,Lawrence,757,4,8:47pm
190,normal,weekday,S,Santa Clara,805,4,8:52pm
190,normal,weekday,S,San Jose,862,4,9:01pm
192,normal,weekday,S,San Francisco,0,1,8:40pm
192,normal,weekday,S,22nd Street,40,1,8:45pm
192,normal,weekday,S,Bayshore,124,1,8:50pm
192,normal,weekday,S,So. San Francisco,178,1,8:56pm
192,normal,weekday,S,San Bruno,216,1,9:00pm
192,normal,weekday,S,Millbrae,249,2,9:04pm
192,normal,weekday,S,Burlingame,307,2,9:08pm
192,normal,weekday,S,San Mateo,334,2,9:11pm
192,normal,weekday,S,Hayward Park,354,2,9:14pm
192,normal,weekday,S,Hillsdale,391,2,9:17pm
192,normal,weekday,S,Belmont,428,2,9:20pm
192,normal,weekday,S,San Carlos,458,2,9:23pm
192,normal,weekday,S,Redwood City,499,2,9:28pm
192,normal,weekday,S,Menlo Park,574,3,9:33pm
192,normal,weekday,S,Palo Alto,604,3,9:36pm
192,normal,weekday,S,California Ave,649,3,9:40pm
192,normal,weekday,S,San Antonio,676,3,9:44pm
192,normal,weekday,S,Mountain View,702,3,9:48pm
192,normal,weekday,S,Sunnyvale,731,3,9:53pm
192,normal,weekday,S,Lawrence,757,4,9:57pm
192,normal,weekday,S,Santa Clara,805,4,10:02pm
192,normal,weekday,S,San Jose,862,4,10:11pm
192,normal,weekday,S,Tamien,906,4,10:18pm
194,normal,weekday,S,San Francisco,0,1,9:40pm
194,normal,weekday,S,22nd Street,40,1,9:45pm
194,normal,weekday,S,Bayshore,124,1,9:50pm
194,normal,weekday,S,So. San Francisco,178,1,9:56pm
194,normal,weekday,S,San Bruno,216,1,10:00pm
194,normal,weekday,S,Millbrae,249,2,10:04pm
194,normal,weekday,S,Burlingame,307,2,10:08pm
194,normal,weekday,S,San Mateo,334,2,10:11pm
194,normal,weekday,S,Hayward Park,354,2,10:14pm
194,normal,weekday,S,Hillsdale,391,2,10:17pm
194,normal,weekday,S,Belmont,428,2,10:20pm
194,normal,weekday,S,San Carlos,458,2,10:23pm
194,normal,weekday,S,Redwood City,499,2,10:28pm
194,normal,weekday,S,Menlo Park,574,3,10:33pm
194,normal,weekday,S,Palo Alto,604,3,10:36pm
194,normal,weekday,S,California Ave,649,3,10:40pm
194,normal,weekday,S,San Antonio,676,3,10:44pm
194,normal,weekday,S,Mountain View,702,3,10:48pm
194,normal,weekday,S,Sunnyvale,731,3,10:53pm
194,normal,weekday,S,Lawrence,757,4,10:57pm
194,normal,weekday,S,Santa Clara,805,4,11:02pm
194,normal,weekday,S,San Jose,862,4,11:11pm
194,normal,weekday,S,Tamien,906,4,11:18pm
196,normal,weekday,S,San Francisco,0,1,10:40pm
196,normal,weekday,S,22nd Street,40,1,10:45pm
196,normal,weekday,S,Bayshore,124,1,10:50pm
196,normal,weekday,S,So. San Francisco,178,1,10:56pm
196,normal,weekday,S,San Bruno,216,1,11:00pm
196,normal,weekday,S,Millbrae,249,2,11:04pm
196,normal,weekday,S,Burlingame,307,2,11:08pm
196,normal,weekday,S,San Mateo,334,2,11:11pm
196,normal,weekday,S,Hayward Park,354,2,11:14pm
196,normal,weekday,S,Hillsdale,391,2,11:17pm
196,normal,weekday,S,Belmont,428,2,11:20pm
196,normal,weekday,S,San Carlos,458,2,11:23pm
196,normal,weekday,S,Redwood City,499,2,11:28pm
196,normal,weekday,S,Menlo Park,574,3,11:33pm
196,normal,weekday,S,Palo Alto,604,3,11:36pm
196,normal,weekday,S,California Ave,649,3,11:40pm
196,normal,weekday,S,San Antonio,676,3,11:44pm
196,normal,weekday,S,Mountain View,702,3,11:48pm
196,normal,weekday,S,Sunnyvale,731,3,11:53pm
196,normal,weekday,S,Lawrence,757,4,11:57pm
196,normal,weekday,S,Santa Clara,805,4,12:02am
196,normal,weekday,S,San Jose,862,4,12:11am
198,normal,weekday,S,San Francisco,0,1,12:01am
198,normal,weekday,S,22nd Street,40,1,12:06am
198,normal,weekday,S,Bayshore,124,1,12:11am
198,normal,weekday,S,So. San Francisco,178,1,12:17am
198,normal,weekday,S,San Bruno,216,1,12:21am
198,normal,weekday,S,Millbrae,249,2,12:25am
198,normal,weekday,S,Burlingame,307,2,12:29am
198,normal,weekday,S,San Mateo,334,2,12:32am
198,normal,weekday,S,Hayward Park,354,2,12:35am
198,normal,weekday,S,Hillsdale,391,2,12:38am
198,normal,weekday,S,Belmont,428,2,12:41am
198,normal,weekday,S,San Carlos,458,2,12:44am
198,normal,weekday,S,Redwood City,499,2,12:49am
198,normal,weekday,S,Menlo Park,574,3,12:54am
198,normal,weekday,S,Palo Alto,604,3,12:57am
198,normal,weekday,S,California Ave,649,3,1:01am
198,normal,weekday,S,San Antonio,676,3,1:05am
198,normal,weekday,S,Mountain View,702,3,1:09am
198,normal,weekday,S,Sunnyvale,731,3,1:14am
198,normal,weekday,S,Lawrence,757,4,1:18am
198,normal,weekday,S,Santa Clara,805,4,1:23am
198,normal,weekday,S,San Jose,862,4,1:32am
422,normal,weekend,S,San Francisco,0,1,8:15am
422,normal,weekend,S,22nd Street,40,1,8:20am
422,normal,weekend,S,Bayshore,124,1,8:25am
422,normal,weekend,S,So. San Francisco,178,1,8:31am
422,normal,weekend,S,San Bruno,216,1,8:35am
422,normal,weekend,S,Millbrae,249,2,8:39am
422,normal,weekend,S,Broadway,280,2,8:43am
422,normal,weekend,S,Burlingame,307,2,8:45am
422,normal,weekend,S,San Mateo,334,2,8:49am
422,normal,weekend,S,Hayward Park,354,2,8:52am
422,normal,weekend,S,Hillsdale,391,2,8:55am
422,normal,weekend,S,Belmont,428,2,8:58am
422,normal,weekend,S,San Carlos,458,2,9:01am
422,normal,weekend,S,Redwood City,499,2,9:07am
422,normal,weekend,S,Atherton,543,3,9:11am
422,normal,weekend,S,Menlo Park,574,3,9:14am
422,normal,weekend,S,Palo Alto,604,3,9:17am
422,normal,weekend,S,California Ave,649,3,9:21am
422,normal,weekend,S,San Antonio,676,3,9:25am
422,normal,weekend,S,Mountain View,702,3,9:29am
422,normal,weekend,S,Sunnyvale,731,3,9:34am
422,normal,weekend,S,Lawrence,757,4,9:38am
422,normal,weekend,S,Santa Clara,805,4,9:43am
422,normal,weekend,S,San Jose,862,4,9:51am
424,normal,weekend,S,San Francisco,0,1,9:15am
424,normal,weekend,S,22nd Street,40,1,9:20am
424,normal,weekend,S,Bayshore,124,1,9:25am
424,normal,weekend,S,So. San Francisco,178,1,9:31am
424,normal,weekend,S,San Bruno,216,1,9:35am
424,normal,weekend,S,Millbrae,249,2,9:39am
424,normal,weekend,S,Broadway,280,2,9:43am
424,normal,weekend,S,Burlingame,307,2,9:45am
424,normal,weekend,S,San Mateo,334,2,9:49am
424,normal,weekend,S,Hayward Park,354,2,9:52am
424,normal,weekend,S,Hillsdale,391,2,9:55am
424,normal,weekend,S,Belmont,428,2,9:58am
424,normal,weekend,S,San Carlos,458,2,10:01am
424,normal,weekend,S,Redwood City,499,2,10:07am
424,normal,weekend,S,Atherton,543,3,10:11am
424,normal,weekend,S,Menlo Park,574,3,10:14am
424,normal,weekend,S,Palo Alto,604,3,10:17am
424,normal,weekend,S,California Ave,649,3,10:21am
424,normal,weekend,S,San Antonio,676,3,10:25am
424,normal,weekend,S,Mountain View,702,3,10:29am
424,normal,weekend,S,Sunnyvale,731,3,10:34am
424,normal,weekend,S,Lawrence,757,4,10:38am
424,normal,weekend,S,Santa Clara,805,4,10:43am
424,normal,weekend,S,San Jose,862,4,10:51am
426,normal,weekend,S,San Francisco,0,1,10:15am
426,normal,weekend,S,22nd Street,40,1,10:20am
426,normal,weekend,S,Bayshore,124,1,10:25am
426,normal,weekend,S,So. San Francisco,178,1,10:31am
426,normal,weekend,S,San Bruno,216,1,10:35am
426,normal,weekend,S,Millbrae,249,2,10:39am
426,normal,weekend,S,Broadway,280,2,10:43am
426,normal,weekend,S,Burlingame,307,2,10:45am
426,normal,weekend,S,San Mateo,334,2,10:49am
426,normal,weekend,S,Hayward Park,354,2,10:52am
426,normal,weekend,S,Hillsdale,391,2,10:55am
426,normal,weekend,S,Belmont,428,2,10:58am
426,normal,weekend,S,San Carlos,458,2,11:01am
426,normal,weekend,S,Redwood City,499,2,11:07am
426,normal,weekend,S,Atherton,543,3,11:11am
426,normal,weekend,S,Menlo Park,574,3,11:14am
426,normal,weekend,S,Palo Alto,604,3,11:17am
426,normal,weekend,S,California Ave,649,3,11:21am
426,normal,weekend,S,San Antonio,676,3,11:25am
426,normal,weekend,S,Mountain View,702,3,11:29am
426,normal,weekend,S,Sunnyvale,731,3,11:34am
426,normal,weekend,S,Lawrence,757,4,11:38am
426,normal,weekend,S,Santa Clara,805,4,11:43am
426,normal,weekend,S,San Jose,862,4,11:51am
428,normal,weekend,S,San Francisco,0,1,11:15am
428,normal,weekend,S,22nd Street,40,1,11:20am
428,normal,weekend,S,Bayshore,124,1,11:25am
428,normal,weekend,S,So. San Francisco,178,1,11:31am
428,normal,weekend,S,San Bruno,216,1,11:35am
428,normal,weekend,S,Millbrae,249,2,11:39am
428,normal,weekend,S,Broadway,280,2,11:43am
428,normal,weekend,S,Burlingame,307,2,11:45am
428,normal,weekend,S,San Mateo,334,2,11:49am
428,normal,weekend,S,Hayward Park,354,2,11:52am
428,normal,weekend,S,Hillsdale,391,2,11:55am
428,normal,weekend,S,Belmont,428,2,11:58am
428,normal,weekend,S,San Carlos,458,2,12:01pm
428,normal,weekend,S,Redwood City,499,2,12:07pm
428,normal,weekend,S,Atherton,543,3,12:11pm
428,normal,weekend,S,Menlo Park,574,3,12:14pm
428,normal,weekend,S,Palo Alto,604,3,12:17pm
428,normal,weekend,S,California Ave,649,3,12:21pm
428,normal,weekend,S,San Antonio,676,3,12:25pm
428,normal,weekend,S,Mountain View,702,3,12:29pm
428,normal,weekend,S,Sunnyvale,731,3,12:34pm
428,normal,weekend,S,Lawrence,757,4,12:38pm
428,normal,weekend,S,Santa Clara,805,4,12:43pm
428,normal,weekend,S,San Jose,862,4,12:51pm
430,normal,weekend,S,San Francisco,0,1,12:15pm
430,normal,weekend,S,22nd Street,40,1,12:20pm
430,normal,weekend,S,Bayshore,124,1,12:25pm
430,normal,weekend,S,So. San Francisco,178,1,12:31pm
430,normal,weekend,S,San Bruno,216,1,12:35pm
430,normal,weekend,S,Millbrae,249,2,12:39pm
430,normal,weekend,S,Broadway,280,2,12:43pm
430,normal,weekend,S,Burlingame,307,2,12:45pm
430,normal,weekend,S,San Mateo,334,2,12:49pm
430,normal,weekend,S,Hayward Park,354,2,12:52pm
430,normal,weekend,S,Hillsdale,391,2,12:55pm
430,normal,weekend,S,Belmont,428,2,12:58pm
430,normal,weekend,S,San Carlos,458,2,1:01pm
430,normal,weekend,S,Redwood City,499,2,1:07pm
430,normal,weekend,S,Atherton,543,3,1:11pm
430,normal,weekend,S,Menlo Park,574,3,1:14pm
430,normal,weekend,S,Palo Alto,604,3,1:17pm
430,normal,weekend,S,California Ave,649,3,1:21pm
430,normal,weekend,S,San Antonio,676,3,1:25pm
430,normal,weekend,S,Mountain View,702,3,1:29pm
430,normal,weekend,S,Sunnyvale,731,3,1:34pm
430,normal,weekend,S,Lawrence,757,4,1:38pm
430,normal,weekend,S,Santa Clara,805,4,1:43pm
430,normal,weekend,S,San Jose,862,4,1:51pm
432,normal,weekend,S,San Francisco,0,1,1:15pm
432,normal,weekend,S,22nd Street,40,1,1:20pm
432,normal,weekend,S,Bayshore,124,1,1:25pm
432,normal,weekend,S,So. San Francisco,178,1,1:31pm
432,normal,weekend,S,San Bruno,216,1,1:35pm
432,normal,weekend,S,Millbrae,249,2,1:39pm
432,normal,weekend,S,Broadway,280,2,1:43pm
432,normal,weekend,S,Burlingame,307,2,1:45pm
432,normal,weekend,S,San Mateo,334,2,1:49pm
432,normal,weekend,S,Hayward Park,354,2,1:52pm
432,normal,weekend,S,Hillsdale,391,2,1:55pm
432,normal,weekend,S,Belmont,428,2,1:58pm
432,normal,weekend,S,San Carlos,458,2,2:01pm
432,normal,weekend,S,Redwood City,499,2,2:07pm
432,normal,weekend,S,Atherton,543,3,2:11pm
432,normal,weekend,S,Menlo Park,574,3,2:14pm
432,normal,weekend,S,Palo Alto,604,3,2:17pm
432,normal,weekend,S,California Ave,649,3,2:21pm
432,normal,weekend,S,San Antonio,676,3,2:25pm
432,normal,weekend,S,Mountain View,702,3,2:29pm
432,normal,weekend,S,Sunnyvale,731,3,2:34pm
432,normal,weekend,S,Lawrence,757,4,2:38pm
432,normal,weekend,S,Santa Clara,805,4,2:43pm
432,normal,weekend,S,San Jose,862,4,2:51pm
434,normal,weekend,S,San Francisco,0,1,2:15pm
434,normal,weekend,S,22nd Street,40,1,2:20pm
434,normal,weekend,S,Bayshore,124,1,2:25pm
434,normal,weekend,S,So. San Francisco,178,1,2:31pm
434,normal,weekend,S,San Bruno,216,1,2:35pm
434,normal,weekend,S,Millbrae,249,2,2:39pm
434,normal,weekend,S,Broadway,280,2,2:43pm
434,normal,weekend,S,Burlingame,307,2,2:45pm
434,normal,weekend,S,San Mateo,334,2,2:49pm
434,normal,weekend,S,Hayward Park,354,2,2:52pm
434,normal,weekend,S,Hillsdale,391,2,2:55pm
434,normal,weekend,S,Belmont,428,2,2:58pm
434,normal,weekend,S,San Carlos,458,2,3:01pm
434,normal,weekend,S,Redwood City,499,2,3:07pm
434,normal,weekend,S,Atherton,543,3,3:11pm
434,normal,weekend,S,Menlo Park,574,3,3:14pm
434,normal,weekend,S,Palo Alto,604,3,3:17pm
434,normal,weekend,S,California Ave,649,3,3:21pm
434,normal,weekend,S,San Antonio,676,3,3:25pm
434,normal,weekend,S,Mountain View,702,3,3:29pm
434,normal,weekend,S,Sunnyvale,731,3,3:34pm
434,normal,weekend,S,Lawrence,757,4,3:38pm
434,normal,weekend,S,Santa Clara,805,4,3:43pm
434,normal,weekend,S,San Jose,862,4,3:51pm
436,normal,weekend,S,San Francisco,0,1,3:15pm
436,normal,weekend,S,22nd Street,40,1,3:20pm
436,normal,weekend,S,Bayshore,124,1,3:25pm
436,normal,weekend,S,So. San Francisco,178,1,3:31pm
436,normal,weekend,S,San Bruno,216,1,3:35pm
436,normal,weekend,S,Millbrae,249,2,3:39pm
436,normal,weekend,S,Broadway,280,2,3:43pm
436,normal,weekend,S,Burlingame,307,2,3:45pm
436,normal,weekend,S,San Mateo,334,2,3:49pm
436,normal,weekend,S,Hayward Park,354,2,3:52pm
436,normal,weekend,S,Hillsdale,391,2,3:55pm
436,normal,weekend,S,Belmont,428,2,3:58pm
436,normal,weekend,S,San Carlos,458,2,4:01pm
436,normal,weekend,S,Redwood City,499,2,4:07pm
436,normal,weekend,S,Atherton,543,3,4:11pm
436,normal,weekend,S,Menlo Park,574,3,4:14pm
436,normal,weekend,S,Palo Alto,604,3,4:17pm
436,normal,weekend,S,California Ave,649,3,4:21pm
436,normal,weekend,S,San Antonio,676,3,4:25pm
436,normal,weekend,S,Mountain View,702,3,4:29pm
436,normal,weekend,S,Sunnyvale,731,3,4:34pm
436,normal,weekend,S,Lawrence,757,4,4:38pm
436,normal,weekend,S,Santa Clara,805,4,4:43pm
436,normal,weekend,S,San Jose,862,4,4:51pm
438,normal,weekend,S,San Francisco,0,1,4:15pm
438,normal,weekend,S,22nd Street,40,1,4:20pm
438,normal,weekend,S,Bayshore,124,1,4:25pm
438,normal,weekend,S,So. San Francisco,178,1,4:31pm
438,normal,weekend,S,San Bruno,216,1,4:35pm
438,normal,weekend,S,Millbrae,249,2,4:39pm
438,normal,weekend,S,Broadway,280,2,4:43pm
438,normal,weekend,S,Burlingame,307,2,4:45pm
438,normal,weekend,S,San Mateo,334,2,4:49pm
438,normal,weekend,S,Hayward Park,354,2,4:52pm
438,normal,weekend,S,Hillsdale,391,2,4:55pm
438,normal,weekend,S,Belmont,428,2,4:58pm
438,normal,weekend,S,San Carlos,458,2,5:01pm
438,normal,weekend,S,Redwood City,499,2,5:07pm
438,normal,weekend,S,Atherton,543,3,5:11pm
438,normal,weekend,S,Menlo Park,574,3,5:14pm
438,normal,weekend,S,Palo Alto,604,3,5:17pm
438,normal,weekend,S,California Ave,649,3,5:21pm
438,normal,weekend,S,San Antonio,676,3,5:25pm
438,normal,weekend,S,Mountain View,702,3,5:29pm
438,normal,weekend,S,Sunnyvale,731,3,5:34pm
438,normal,weekend,S,Lawrence,757,4,5:38pm
438,normal,weekend,S,Santa Clara,805,4,5:43pm
438,normal,weekend,S,San Jose,862,4,5:51pm
440,normal,weekend,S,San Francisco,0,1,5:15pm
440,normal,weekend,S,22nd Street,40,1,5:20pm
440,normal,weekend,S,Bayshore,124,1,5:25pm
440,normal,weekend,S,So. San Francisco,178,1,5:31pm
440,normal,weekend,S,San Bruno,216,1,5:35pm
440,normal,weekend,S,Millbrae,249,2,5:39pm
440,normal,weekend,S,Broadway,280,2,5:43pm
440,normal,weekend,S,Burlingame,307,2,5:45pm
440,normal,weekend,S,San Mateo,334,2,5:49pm
440,normal,weekend,S,Hayward Park,354,2,5:52pm
440,normal,weekend,S,Hillsdale,391,2,5:55pm
440,normal,weekend,S,Belmont,428,2,5:58pm
440,normal,weekend,S,San Carlos,458,2,6:01pm
440,normal,weekend,S,Redwood City,499,2,6:07pm
440,normal,weekend,S,Atherton,543,3,6:11pm
440,normal,weekend,S,Menlo Park,574,3,6:14pm
440,normal,weekend,S,Palo Alto,604,3,6:17pm
440,normal,weekend,S,California Ave,649,3,6:21pm
440,normal,weekend,S,San Antonio,676,3,6:25pm
440,normal,weekend,S,Mountain View,702,3,6:29pm
440,normal,weekend,S,Sunnyvale,731,3,6:34pm
440,normal,weekend,S,Lawrence,757,4,6:38pm
440,normal,weekend,S,Santa Clara,805,4,6:43pm
440,normal,weekend,S,San Jose,862,4,6:51pm
442,normal,weekend,S,San Francisco,0,1,6:15pm
442,normal,weekend,S,22nd Street,40,1,6:20pm
442,normal,weekend,S,Bayshore,124,1,6:25pm
442,normal,weekend,S,So. San Francisco,178,1,6:31pm
442,normal,weekend,S,San Bruno,216,1,6:35pm
442,normal,weekend,S,Millbrae,249,2,6:39pm
442,normal,weekend,S,Broadway,280,2,6:43pm
442,normal,weekend,S,Burlingame,307,2,6:45pm
442,normal,weekend,S,San Mateo,334,2,6:49pm
442,normal,weekend,S,Hayward Park,354,2,6:52pm
442,normal,weekend,S,Hillsdale,391,2,6:55pm
442,normal,weekend,S,Belmont,428,2,6:58pm
442,normal,weekend,S,San Carlos,458,2,7:01pm
442,normal,weekend,S,Redwood City,499,2,7:07pm
442,normal,weekend,S,Atherton,543,3,7:11pm
442,normal,weekend,S,Menlo Park,574,3,7:14pm
442,normal,weekend,S,Palo Alto,604,3,7:17pm
442,normal,weekend,S,California Ave,649,3,7:21pm
442,normal,weekend,S,San Antonio,676,3,7:25pm
442,normal,weekend,S,Mountain View,702,3,7:29pm
442,normal,weekend,S,Sunnyvale,731,3,7:34pm
442,normal,weekend,S,Lawrence,757,4,7:38pm
442,normal,weekend,S,Santa Clara,805,4,7:43pm
442,normal,weekend,S,San Jose,862,4,7:51pm
444,normal,weekend,S,San Francisco,0,1,7:15pm
444,normal,weekend,S,22nd Street,40,1,7:20pm
444,normal,weekend,S,Bayshore,124,1,7:25pm
444,normal,weekend,S,So. San Francisco,178,1,7:31pm
444,normal,weekend,S,San Bruno,216,1,7:35pm
444,normal,weekend,S,Millbrae,249,2,7:39pm
444,normal,weekend,S,Broadway,280,2,7:43pm
444,normal,weekend,S,Burlingame,307,2,7:45pm
444,normal,weekend,S,San Mateo,334,2,7:49pm
444,normal,weekend,S,Hayward Park,354,2,7:52pm
444,normal,weekend,S,Hillsdale,391,2,7:55pm
444,normal,weekend,S,Belmont,428,2,7:58pm
444,normal,weekend,S,San Carlos,458,2,8:01pm
444,normal,weekend,S,Redwood City,499,2,8:07pm
444,normal,weekend,S,Atherton,543,3,8:11pm
444,normal,weekend,S,Menlo Park,574,3,8:14pm
444,normal,weekend,S,Palo Alto,604,3,8:17pm
444,normal,weekend,S,California Ave,649,3,8:21pm
444,normal,weekend,S,San Antonio,676,3,8:25pm
444,normal,weekend,S,Mountain View,702,3,8:29pm
444,normal,weekend,S,Sunnyvale,731,3,8:34pm
444,normal,weekend,S,Lawrence,757,4,8:38pm
444,normal,weekend,S,Santa Clara,805,4,8:43pm
444,normal,weekend,S,San Jose,862,4,8:51pm
446,normal,weekend,S,San Francisco,0,1,8:15pm
446,normal,weekend,S,22nd Street,40,1,8:20pm
446,normal,weekend,S,Bayshore,124,1,8:25pm
446,normal,weekend,S,So. San Francisco,178,1,8:31pm
446,normal,weekend,S,San Bruno,216,1,8:35pm
446,normal,weekend,S,Millbrae,249,2,8:39pm
446,normal,weekend,S,Broadway,280,2,8:43pm
446,normal,weekend,S,Burlingame,307,2,8:45pm
446,normal,weekend,S,San Mateo,334,2,8:49pm
446,normal,weekend,S,Hayward Park,354,2,8:52pm
446,normal,weekend,S,Hillsdale,391,2,8:55pm
446,normal,weekend,S,Belmont,428,2,8:58pm
446,normal,weekend,S,San Carlos,458,2,9:01pm
446,normal,weekend,S,Redwood City,499,2,9:07pm
446,normal,weekend,S,Atherton,543,3,9:11pm
446,normal,weekend,S,Menlo Park,574,3,9:14pm
446,normal,weekend,S,Palo Alto,604,3,9:17pm
446,normal,weekend,S,California Ave,649,3,9:21pm
446,normal,weekend,S,San Antonio,676,3,9:25pm
446,normal,weekend,S,Mountain View,702,3,9:29pm
446,normal,weekend,S,Sunnyvale,731,3,9:34pm
446,normal,weekend,S,Lawrence,757,4,9:38pm
446,normal,weekend,S,Santa Clara,805,4,9:43pm
446,normal,weekend,S,San Jose,862,4,9:51pm
448,normal,weekend,S,San Francisco,0,1,9:15pm
448,normal,weekend,S,22nd Street,40,1,9:20pm
448,normal,weekend,S,Bayshore,124,1,9:25pm
448,normal,weekend,S,So. San Francisco,178,1,9:31pm
448,normal,weekend,S,San Bruno,216,1,9:35pm
448,normal,weekend,S,Millbrae,249,2,9:39pm
448,normal,weekend,S,Broadway,280,2,9:43pm
448,normal,weekend,S,Burlingame,307,2,9:45pm
448,normal,weekend,S,San Mateo,334,2,9:49pm
